quarter,pair,side,entry_ts,exit_ts,entry_idx,exit_idx,hold_candles,entry_price,exit_price,size_usd,pnl_usd,pnl_pct,regime_entry,regime_exit,exit_cat,exit_reason
q4_2024,SOL/USD,long,2024-12-15 08:00,2024-12-17 20:00,452,467,15,229.510802052,211.566076044,1807.008654112041,-146.84346049052346,-8.126328568286903,bull,bull,STOP,Stop loss: -7.77% (ATR stop: -5.00%)
q4_2024,POL/USD,short,2024-12-20 08:00,2024-12-21 08:00,482,488,6,0.5546115555,0.598761231,1248.45959030349,-103.53523321370908,-8.293038398506798,bear,bear,STOP,Short SL: -7.91% (stop: -5.00%)
q4_2024,XRP/USD,short,2024-12-21 20:00,2024-12-22 12:00,491,495,4,2.430710037,2.580311511,1501.9058536514592,-97.38843267982692,-6.484323397705288,bear,bear,STOP,Short SL: -6.10% (stop: -5.00%)
q4_2024,ATOM/USD,short,2024-12-19 20:00,2024-12-23 08:00,479,500,21,8.38508536,7.4340341594999995,1248.45959030349,137.83587068936038,11.040475139115529,bear,bear,TP,Short TP: 11.39% (target: 10.00%)
q4_2024,POL/USD,short,2024-12-21 20:00,2024-12-23 08:00,491,500,9,0.5477569845000001,0.49846710899999996,1236.8636441835545,107.52109686635922,8.693043681248565,bear,bear,SIGNAL,"RSI+Stoch oversold, cover short. P&L: 9.04%"
q4_2024,AVAX/USD,short,2024-12-20 20:00,2024-12-23 20:00,485,503,18,47.29882275800001,44.8748111925,1248.45959030349,60.09139950263042,4.813243453720654,bear,bear,SIGNAL,"RSI+Stoch oversold, cover short. P&L: 5.17%"
q4_2024,NEAR/USD,short,2024-12-22 16:00,2024-12-25 16:00,496,514,18,6.117275832000001,5.648552865,1576.2293225015324,115.92687823685003,7.3546962096143425,bear,bear,SIGNAL,"Price at lower BB, cover short. P&L: 7.71%"
q4_2024,ATOM/USD,short,2024-12-26 08:00,2024-12-27 08:00,518,524,6,6.795286657,7.239765073499999,1545.96806016715,-106.22781647081094,-6.8712814454475595,bear,bull,STOP,Short SL: -6.49% (stop: -5.00%)
q4_2024,AVAX/USD,short,2024-12-24 20:00,2024-12-28 20:00,509,533,24,43.580950624,40.3020819705,1260.166356833949,90.93133475066014,7.215819900089752,bear,bull,TP,Short TP: 7.57% (target: 7.06%)
q4_2024,DOT/USD,short,2024-12-26 04:00,2024-12-29 00:00,517,534,17,7.163650383,7.540956594,1545.96806016715,-86.50027514673486,-5.595217480585107,bear,bull,STOP,Short SL: -5.21% (stop: -4.73%)
q4_2024,POL/USD,short,2024-12-24 20:00,2024-12-29 08:00,509,536,27,0.483432163,0.508680213,1620.213887357935,-89.93578296604095,-5.550858665499914,bear,bull,STOP,Short SL: -5.17% (stop: -5.00%)
q4_2024,NEAR/USD,short,2024-12-25 20:00,2024-12-29 16:00,515,538,23,5.732533299500001,5.2544369054999995,1545.96806016715,124.1961447040003,8.033551785705859,bear,bull,SIGNAL,"Price at lower BB, cover short. P&L: 8.39%"
q4_2024,POL/USD,short,2024-12-29 20:00,2024-12-30 00:00,539,540,1,0.42753612500000004,0.45199288349999994,1627.182116925476,-98.4344921598923,-6.049383848065025,bear,bear,STOP,Short SL: -5.67% (stop: -5.00%)
q4_2024,LINK/USD,long,2024-12-26 16:00,2024-12-31 04:00,520,547,27,23.383898106,22.0458745485,1818.7859531378235,-109.72712047907976,-6.032987020257951,bull,bear,STOP,Stop loss: -5.67% (ATR stop: -5.00%)
q4_2024,ATOM/USD,short,2024-12-30 04:00,2024-12-31 12:00,541,549,8,6.416259265500001,6.7291298835,1613.0075500544513,-83.93854783015223,-5.203853374853618,bear,bear,STOP,Short SL: -4.82% (stop: -4.68%)
q4_2024,POL/USD,short,2024-12-30 08:00,2024-12-31 12:00,542,549,7,0.44271753050000007,0.46882129349999996,1702.6190806130317,-105.9969970807918,-6.2255262076956965,bear,bear,STOP,Short SL: -5.84% (stop: -5.00%)
q1_2025,LINK/USD,long,2025-01-07 12:00,2025-01-08 04:00,39,43,4,22.07311104,20.874947305000003,2000.0,-114.79260757605228,-5.739630378802614,unknown,unknown,STOP,Stop loss: -5.38% (ATR stop: -5.00%)
q1_2025,DOT/USD,long,2025-01-08 04:00,2025-01-09 16:00,43,52,9,6.8799382499999995,6.532432150000001,1800.0,-96.53544791123285,-5.363080439512936,unknown,unknown,STOP,Stop loss: -5.00% (ATR stop: -5.00%)
q1_2025,ETH/USD,long,2025-01-13 00:00,2025-01-13 08:00,72,74,2,3241.790085,3051.59344,1957.7343889025433,-120.94478552524194,-6.177793382535439,unknown,unknown,STOP,Stop loss: -5.82% (ATR stop: -4.22%)
q1_2025,LINK/USD,long,2025-01-12 20:00,2025-01-13 08:00,71,74,3,19.843556819999996,18.092349300000002,1761.960950012289,-160.88644309759584,-9.131101520523126,unknown,unknown,STOP,Stop loss: -8.78% (ATR stop: -5.00%)
q1_2025,XRP/USD,short,2025-01-11 20:00,2025-01-13 08:00,65,74,9,2.574482115,2.33904894,1761.960950012289,155.75135075053853,8.83965962749925,unknown,unknown,TP,Short TP: 9.19% (target: 7.91%)
q1_2025,NEAR/USD,long,2025-01-13 08:00,2025-01-14 12:00,74,81,7,4.4592285,4.935531,1957.7343889025433,202.50838453725004,10.344017333769735,unknown,unknown,TP,Take profit: 10.74% (ATR target: 10.00%)
q1_2025,DOT/USD,long,2025-01-13 08:00,2025-01-15 00:00,74,84,10,6.05392545,6.69155255,1957.7343889025433,199.59957092368418,10.19543672804229,unknown,unknown,TP,Take profit: 10.59% (ATR target: 10.00%)
q1_2025,XRP/USD,short,2025-01-15 00:00,2025-01-15 12:00,84,87,3,2.827815385,2.972135325,1811.6460039782437,-98.40110855490863,-5.431585880399753,unknown,unknown,STOP,Short SL: -5.05% (stop: -5.00%)
q1_2025,LINK/USD,short,2025-01-15 12:00,2025-01-16 12:00,87,93,6,21.611618785,23.316242295,1811.6460039782437,-148.91705686097052,-8.2199864948207,unknown,unknown,STOP,Short SL: -7.83% (stop: -5.00%)
q1_2025,XRP/USD,short,2025-01-15 20:00,2025-01-16 12:00,89,93,4,3.139339545,3.3082432949999996,1793.9338044383603,-102.40986930061513,-5.708676041849678,unknown,unknown,STOP,Short SL: -5.33% (stop: -5.00%)
q1_2025,BTC/USD,short,2025-01-15 12:00,2025-01-17 12:00,87,99,12,98965.8923,104095.22159999999,1811.6460039782437,-99.84080544126547,-5.51105487617461,unknown,bull,STOP,Short SL: -5.13% (stop: -4.00%)
q1_2025,NEAR/USD,short,2025-01-17 04:00,2025-01-17 20:00,97,101,4,5.3973,5.755876499999999,1554.3955179815778,-108.404971262676,-6.974091858129044,unknown,bull,STOP,Short SL: -6.59% (stop: -5.00%)
q1_2025,LINK/USD,short,2025-01-16 16:00,2025-01-17 20:00,94,101,7,23.696935605,25.11012879,1748.694957729275,-110.04517332094576,-6.292988541800465,unknown,bull,STOP,Short SL: -5.91% (stop: -5.00%)
q1_2025,ETH/USD,short,2025-01-15 16:00,2025-01-19 08:00,88,110,22,3433.3624600000003,3145.51197,1893.5967935738245,152.95511626218425,8.077491300220723,unknown,bull,SIGNAL,"RSI+Stoch oversold, cover short. P&L: 8.43%"
q1_2025,LINK/USD,long,2025-01-19 08:00,2025-01-19 12:00,110,111,1,22.398033419999997,25.366240535000003,1718.9345076519885,221.92672033837732,12.910714128458702,bull,bull,TP,Take profit: 13.31% (ATR target: 10.00%)
q1_2025,DOT/USD,long,2025-01-26 20:00,2025-01-27 04:00,155,157,2,6.1786878,5.68805455,1954.312574792107,-161.19529477107292,-8.248183880627199,bull,bull,STOP,Stop loss: -7.89% (ATR stop: -5.00%)
q1_2025,ETH/USD,long,2025-01-26 20:00,2025-01-27 04:00,155,157,2,3235.0867349999994,3068.4749950000005,1758.8813173128963,-96.07120893456982,-5.462063186920487,bull,bull,STOP,Stop loss: -5.10% (ATR stop: -4.37%)
q1_2025,BTC/USD,long,2025-01-27 04:00,2025-01-27 20:00,157,161,4,99054.70259999999,102082.23335000001,1902.8592740509785,51.97413335732193,2.7313703155081304,bull,bear,SIGNAL,"Above VWAP (+1.88%), P&L: 3.11%"
q1_2025,AVAX/USD,short,2025-01-28 20:00,2025-01-30 08:00,167,176,9,32.04397,34.006995,1301.012788491261,-83.98912253567322,-6.455672325332978,bear,bear,STOP,Short SL: -6.07% (stop: -5.00%)
q1_2025,DOT/USD,long,2025-01-27 08:00,2025-01-30 12:00,158,177,19,5.6332151999999995,6.2083942500000004,1712.5733466458807,169.09928939313087,9.873988154978367,bull,bear,TP,Take profit: 10.27% (ATR target: 9.05%)
q1_2025,LINK/USD,long,2025-01-27 04:00,2025-01-30 12:00,157,177,20,22.848318449999997,24.84930913,1902.8592740509785,160.28803495794492,8.42353594633981,bull,bear,SIGNAL,"RSI+Stoch overbought (RSI=77.6, %K=88.5), P&L: 8.81%"
q1_2025,ETH/USD,short,2025-01-27 12:00,2025-01-30 16:00,159,178,19,3130.0042150000004,3273.71604,1293.9443063546655,-63.644055076842456,-4.918608533943952,bear,bear,STOP,Short SL: -4.54% (stop: -4.21%)
q1_2025,ATOM/USD,short,2025-01-27 20:00,2025-01-31 08:00,161,182,21,5.98450625,6.288642749999999,1293.9443063546655,-70.00280464975155,-5.4100322792845175,bear,bull,STOP,Short SL: -5.03% (stop: -5.00%)
q1_2025,NEAR/USD,short,2025-01-27 12:00,2025-02-01 20:00,159,191,32,4.605696,4.2611295,1293.9443063546655,92.82027167758949,7.173436385302026,bear,bull,SIGNAL,"Price at lower BB, cover short. P&L: 7.53%"
q1_2025,LINK/USD,long,2025-02-01 20:00,2025-02-02 16:00,191,196,5,22.998523515,20.72984989,1954.1684234757222,-198.71549104795756,-10.16880063462075,bull,bull,STOP,Stop loss: -9.82% (ATR stop: -5.00%)
q1_2025,XRP/USD,long,2025-02-01 20:00,2025-02-02 16:00,191,196,5,2.8793389499999997,2.668235215,1758.75158112815,-134.3703286102408,-7.640097103654003,bull,bull,STOP,Stop loss: -7.29% (ATR stop: -5.00%)
q1_2025,POL/USD,long,2025-02-02 20:00,2025-02-03 08:00,197,200,3,0.33317650499999996,0.30698643000000003,1887.5512595440825,-154.1808006327564,-8.168297409310997,bull,bear,STOP,Stop loss: -7.81% (ATR stop: -5.00%)
q1_2025,DOT/USD,short,2025-02-03 04:00,2025-02-03 16:00,199,202,3,4.7092442,5.1827901,1359.0369068717396,-141.2255121113537,-10.391587704297866,bear,bear,STOP,Short SL: -10.00% (stop: -5.00%)
q1_2025,ATOM/USD,short,2025-02-03 08:00,2025-02-03 20:00,200,203,3,4.3355311500000004,4.92996375,1132.5307557264498,-159.14874458833657,-14.052487650655658,bear,bear,STOP,Short SL: -13.65% (stop: -5.00%)
q1_2025,SOL/USD,short,2025-02-03 08:00,2025-02-03 20:00,200,203,3,198.65062500000002,216.638265,1434.5389572535028,-134.692204852261,-9.38923297769034,bear,bear,STOP,Short SL: -9.00% (stop: -5.00%)
q1_2025,NEAR/USD,short,2025-02-04 04:00,2025-02-04 12:00,205,207,2,3.3123430000000003,3.5037509999999994,1274.185301117142,-77.82354031576213,-6.107709785031293,bear,bear,STOP,Short SL: -5.73% (stop: -5.00%)
q1_2025,LINK/USD,short,2025-02-04 04:00,2025-02-08 08:00,205,230,25,19.657386390000003,18.070140555,1274.185301117142,98.97393044301464,7.767624564201081,bear,bear,SIGNAL,"RSI+Stoch oversold, cover short. P&L: 8.12%"
q1_2025,NEAR/USD,short,2025-02-04 20:00,2025-02-10 00:00,209,240,31,3.394302,3.1345665,1192.8132273499127,87.60617560211892,7.344500680693708,bear,bear,SIGNAL,"Price at lower BB, cover short. P&L: 7.70%"
q1_2025,DOT/USD,short,2025-02-04 04:00,2025-02-11 00:00,205,246,41,4.64417675,4.988793149999999,1344.9733734014274,-104.26374448446244,-7.752104729090675,bear,bear,STOP,Short SL: -7.37% (stop: -5.00%)
q1_2025,ATOM/USD,short,2025-02-04 08:00,2025-02-11 08:00,206,248,42,4.598199750000001,4.9235605499999995,1061.821084264285,-78.64893613240223,-7.406985724614475,bear,bear,STOP,Short SL: -7.02% (stop: -4.90%)
q1_2025,NEAR/USD,short,2025-02-10 08:00,2025-02-12 20:00,242,257,15,3.2473755000000004,3.4287134999999997,1146.5299969619305,-67.79329067471907,-5.912910334169834,bear,bear,STOP,Short SL: -5.53% (stop: -5.00%)
q1_2025,ETH/USD,short,2025-02-08 12:00,2025-02-12 20:00,231,257,26,2602.27821,2739.2189249999997,1277.2309572954664,-71.40481088314506,-5.590595066247422,bear,bear,STOP,Short SL: -5.21% (stop: -5.00%)
q1_2025,POL/USD,short,2025-02-04 08:00,2025-02-16 08:00,206,278,72,0.315951945,0.33186584999999996,1203.3972288328562,-64.55873197446029,-5.364706717587685,bear,bear,STOP,Short SL: -4.98% (stop: -4.21%)
q1_2025,SOL/USD,short,2025-02-05 20:00,2025-02-17 20:00,215,287,72,195.84203000000002,177.478695,1333.1441952734317,120.9396524401992,9.071760794442355,bear,bull,SIGNAL,"RSI+Stoch oversold, cover short. P&L: 9.42%"
q1_2025,XRP/USD,short,2025-02-14 16:00,2025-02-18 04:00,268,289,21,2.786755925,2.5646817,1243.4622939490107,95.27183520602037,7.661819394897315,bear,bull,TP,Short TP: 8.01% (target: 6.55%)
q1_2025,AVAX/USD,short,2025-02-04 08:00,2025-02-18 08:00,206,290,84,26.456765,23.911949999999997,1344.9733734014274,125.27500176431501,9.314310918103567,bear,bull,TP,Short TP: 9.66% (target: 7.32%)
q1_2025,LINK/USD,short,2025-02-11 00:00,2025-02-18 12:00,246,291,45,19.28981027,17.669960565,1345.6562822306537,108.87740491076873,8.091026389761726,bear,bull,SIGNAL,"RSI+Stoch oversold, cover short. P&L: 8.44%"
q1_2025,BTC/USD,long,2025-02-17 12:00,2025-02-20 16:00,285,304,19,95732.34225,98349.80050000001,1628.413256552019,39.238331510076264,2.4096052615758605,bull,bear,TP,Take profit: 2.79% (ATR target: 1.87%)
q1_2025,ETH/USD,long,2025-02-18 04:00,2025-02-21 08:00,289,308,19,2673.486075,2787.535535,1390.6457183289745,54.77693151561994,3.9389566151644226,bull,bear,SIGNAL,"Price at upper BB, P&L: 4.32%"
q1_2025,AVAX/USD,short,2025-02-21 08:00,2025-02-24 20:00,308,329,21,25.657165000000003,21.890939999999997,1014.7422110500942,145.94705113948473,14.382672717285814,bear,bull,TP,Short TP: 14.72% (target: 8.76%)
q1_2025,ATOM/USD,short,2025-02-12 20:00,2025-02-24 20:00,257,329,72,5.069464,4.352174999999999,1044.7871555968195,144.72386766684318,13.851995297948678,bear,bull,TP,Short TP: 14.19% (target: 10.00%)
q1_2025,SOL/USD,short,2025-02-19 20:00,2025-02-24 20:00,299,329,30,168.77557000000002,141.92092499999998,1226.8505574754586,191.597966830364,15.617058301267198,bear,bull,TP,Short TP: 15.95% (target: 10.00%)
q1_2025,BTC/USD,short,2025-02-21 16:00,2025-02-24 20:00,310,329,19,95195.67835,91580.1672,1239.6366332469531,43.19156793148666,3.4842119676921715,bear,bull,TP,Short TP: 3.85% (target: 2.61%)
q1_2025,XRP/USD,short,2025-02-21 16:00,2025-02-24 20:00,310,329,19,2.522508115,2.2761375,1239.6366332469531,117.30272492708261,9.462670090656658,bear,bull,TP,Short TP: 9.81% (target: 7.62%)
q1_2025,POL/USD,short,2025-02-19 20:00,2025-02-24 20:00,299,329,30,0.300939455,0.26703345,1010.3475179209657,110.78356957440738,10.964897484221208,bear,bull,TP,Short TP: 11.31% (target: 10.00%)
q1_2025,ETH/USD,long,2025-02-21 16:00,2025-02-25 00:00,310,330,20,2640.63966,2492.343205,1458.3960391140627,-86.4405809654506,-5.92709926845118,bear,bull,STOP,Stop loss: -5.57% (ATR stop: -5.00%)
q1_2025,BTC/USD,long,2025-02-25 04:00,2025-02-26 16:00,331,340,9,89395.6755,83679.63925000001,1956.4162823134216,-131.15834733900834,-6.704010211155897,bull,bear,STOP,Stop loss: -6.35% (ATR stop: -5.00%)
q1_2025,NEAR/USD,short,2025-02-26 16:00,2025-02-27 04:00,340,343,3,2.9335325,3.0905444999999996,1486.8763745582005,-84.46525140172358,-5.680717835524218,bear,bear,STOP,Short SL: -5.30% (stop: -5.00%)
q1_2025,DOT/USD,long,2025-02-24 20:00,2025-02-27 04:00,329,343,14,4.41030405,4.993502,1693.0163093884596,218.09780418507535,12.88220337722885,bull,bear,TP,Take profit: 13.28% (ATR target: 10.00%)
q1_2025,AVAX/USD,short,2025-02-26 20:00,2025-02-27 08:00,341,344,3,21.819085,23.031509999999997,1080.903383193547,-63.615965419197124,-5.8854441949513285,bear,bear,STOP,Short SL: -5.50% (stop: -5.00%)
q1_2025,ETH/USD,long,2025-02-25 04:00,2025-02-28 00:00,331,348,17,2370.274545,2141.1588850000003,1956.4162823134216,-195.07219390945323,-9.970894010286218,bull,bear,STOP,Stop loss: -9.62% (ATR stop: -5.00%)
q1_2025,LINK/USD,long,2025-02-24 20:00,2025-02-28 00:00,329,348,19,15.248300339999998,13.834449315,1919.4488260199169,-183.8353026482558,-9.57750475845967,bull,bear,STOP,Stop loss: -9.23% (ATR stop: -5.00%)
q1_2025,BTC/USD,short,2025-02-27 04:00,2025-02-28 00:00,343,348,5,86179.2888,80362.06094999998,1330.6995639135575,85.71170123191554,6.44110087327596,bear,bear,SIGNAL,"RSI+Stoch oversold, cover short. P&L: 6.80%"
q1_2025,XRP/USD,short,2025-02-26 16:00,2025-02-28 04:00,340,349,9,2.1760514300000002,1.9990190099999998,1312.5255367350214,102.75314930262856,7.828659056663582,bear,bear,SIGNAL,"RSI+Stoch oversold, cover short. P&L: 8.18%"
q1_2025,NEAR/USD,short,2025-02-28 04:00,2025-02-28 12:00,349,351,2,2.814592,3.0275129999999995,1357.5951153023705,-107.20705015592307,-7.896835289661849,bear,bear,STOP,Short SL: -7.51% (stop: -5.00%)
q1_2025,AVAX/USD,short,2025-02-28 08:00,2025-02-28 20:00,350,353,3,20.939525,22.361175,1372.391568801949,-97.71443040565455,-7.120010981337923,bear,bear,STOP,Short SL: -6.74% (stop: -5.00%)
q1_2025,ATOM/USD,short,2025-02-28 08:00,2025-02-28 20:00,350,353,3,4.31833975,4.6392184499999995,1448.6355448465015,-112.4478195445497,-7.762326414299379,bear,bear,STOP,Short SL: -7.38% (stop: -5.00%)
q1_2025,LINK/USD,long,2025-02-28 04:00,2025-03-02 12:00,349,363,14,13.65804561,15.229071655,1357.5951153023705,151.56185264977728,11.16399513679899,bear,bear,TP,Take profit: 11.56% (ATR target: 10.00%)
q1_2025,DOT/USD,short,2025-02-28 04:00,2025-03-02 16:00,349,364,15,4.53143315,5.1043509,1433.017066152502,-186.05218868568267,-12.983250031014144,bear,bear,STOP,Short SL: -12.59% (stop: -5.00%)
q1_2025,ETH/USD,long,2025-02-28 04:00,2025-03-02 16:00,349,364,15,2105.682315,2485.726515,1508.4390170026336,266.985469943448,17.699454000730203,bear,bear,TP,Take profit: 18.11% (ATR target: 10.00%)
q1_2025,ATOM/USD,short,2025-03-01 08:00,2025-03-02 20:00,356,365,9,4.4813582,4.90695225,1400.3954112303702,-137.68709490503747,-9.832015572235221,bear,bear,STOP,Short SL: -9.44% (stop: -5.00%)
q1_2025,SOL/USD,short,2025-03-01 08:00,2025-03-02 20:00,356,365,9,140.16988,178.78934999999998,1252.985367942963,-349.7809451200945,-27.915804451438483,bear,bear,STOP,Short SL: -27.49% (stop: -5.00%)
q1_2025,XRP/USD,short,2025-03-02 16:00,2025-03-03 16:00,364,370,6,2.872672945,2.345582205,1360.1696888693527,245.61869712864166,18.057945206293585,bear,bear,TP,Short TP: 18.39% (target: 10.00%)
q1_2025,AVAX/USD,short,2025-03-02 20:00,2025-03-03 20:00,365,371,6,24.907540000000004,20.95047,1209.0397234394247,188.52076618527644,15.592603165178112,bear,bear,TP,Short TP: 15.93% (target: 10.00%)
q1_2025,POL/USD,short,2025-03-02 20:00,2025-03-03 20:00,365,371,6,0.30298843000000003,0.25634810999999996,1146.6438143162077,173.12268940307823,15.098209857462896,bear,bear,TP,Short TP: 15.44% (target: 10.00%)
q1_2025,BTC/USD,short,2025-03-04 00:00,2025-03-04 16:00,372,376,4,83863.14745,88223.48969999999,1300.8967054804823,-71.90718522408518,-5.527509211234913,bear,bear,STOP,Short SL: -5.15% (stop: -5.00%)
q1_2025,XRP/USD,short,2025-03-04 04:00,2025-03-04 16:00,373,376,3,2.317710565,2.495247,1377.4200410969813,-110.0845319543661,-7.992081476228156,bear,bear,STOP,Short SL: -7.61% (stop: -5.00%)
q1_2025,LINK/USD,long,2025-03-04 00:00,2025-03-05 04:00,372,379,7,13.7938935,15.436038120000001,1453.9433767134801,168.15799180653332,11.565649288670421,bear,bull,TP,Take profit: 11.96% (ATR target: 10.00%)
q1_2025,AVAX/USD,short,2025-03-04 20:00,2025-03-05 08:00,377,380,3,19.990000000000002,21.000494999999997,1351.2132338232843,-72.73481471139353,-5.382926461250601,bear,bull,STOP,Short SL: -5.00% (stop: -5.00%)
q1_2025,ETH/USD,short,2025-03-03 20:00,2025-03-06 00:00,371,384,13,2146.20636,2291.5151849999997,1352.490373822938,-96.0425569410739,-7.10116380862666,bear,bull,STOP,Short SL: -6.72% (stop: -5.00%)
q1_2025,NEAR/USD,short,2025-03-03 16:00,2025-03-06 08:00,370,386,16,2.9475255,3.157578,1289.9742911057338,-96.20161282285876,-7.457637992180227,bear,bull,STOP,Short SL: -7.07% (stop: -5.00%)
q1_2025,DOT/USD,short,2025-03-03 16:00,2025-03-09 12:00,370,405,35,4.49085345,4.16438115,1289.9742911057338,89.80158495135734,6.961501912908797,bear,bull,SIGNAL,"RSI+Stoch oversold, cover short. P&L: 7.32%"
q1_2025,ETH/USD,long,2025-03-08 16:00,2025-03-09 12:00,400,405,5,2225.342115,2095.9315100000003,1671.5887635987224,-102.40426327438537,-6.126163653668128,bull,bull,STOP,Stop loss: -5.77% (ATR stop: -4.52%)
q1_2025,ATOM/USD,short,2025-03-03 20:00,2025-03-09 20:00,371,407,36,4.2177900500000005,3.8073026999999997,1352.490373822938,127.51291293652345,9.428008908935634,bear,bull,SIGNAL,"Price at lower BB, cover short. P&L: 9.78%"
q1_2025,SOL/USD,short,2025-03-04 20:00,2025-03-09 20:00,377,407,30,144.697615,126.51322499999999,1050.9436263069988,128.9237082776403,12.26742377521013,bear,bull,TP,Short TP: 12.61% (target: 10.00%)
q1_2025,LINK/USD,long,2025-03-09 08:00,2025-03-09 20:00,404,407,3,14.69706486,13.77698806,1485.85667875442,-97.62694097957302,-6.570414386225513,bull,bull,STOP,Stop loss: -6.21% (ATR stop: -5.00%)
q1_2025,AVAX/USD,short,2025-03-11 20:00,2025-03-12 20:00,419,425,6,17.461265,18.929460000000002,1282.8623292012294,-112.14248076328532,-8.74158342720302,bear,bear,STOP,Short SL: -8.35% (stop: -5.00%)
q1_2025,DOT/USD,short,2025-03-13 16:00,2025-03-14 08:00,430,434,4,3.8820580000000002,4.16898345,1267.6109518174226,-97.89411173387386,-7.722725304125789,bear,bear,STOP,Short SL: -7.34% (stop: -5.00%)
q1_2025,LINK/USD,long,2025-03-10 20:00,2025-03-14 08:00,413,434,21,12.654654164999998,14.066563200000001,1697.9060239428036,183.7000319323417,10.819210800946536,bull,bear,TP,Take profit: 11.21% (ATR target: 10.00%)
q1_2025,BTC/USD,long,2025-03-09 20:00,2025-03-14 08:00,407,434,27,80724.34199999999,83229.36450000001,1697.9060239428036,47.168737690187754,2.7780534979583003,bull,bear,TP,Take profit: 3.15% (ATR target: 2.99%)
